game_id,school,sport,start_dt,season_type,opponent,result,team_points,opp_points,ot,rank,opponent_rank,end_inc_window,attendance,venue,excitement_index
420,michigan,basketball,2014-01-05 12:00:00,regular,northwestern,1,74,51,0,-,,2014-01-05 22:00:00,,,
421,michigan,basketball,2014-01-09 21:00:00,regular,nebraska,1,71,70,0,-,,2014-01-10 07:00:00,,,
422,michigan,basketball,2014-01-14 20:00:00,regular,penn state,1,80,67,0,-,,2014-01-15 06:00:00,,,
423,michigan,basketball,2014-01-18 18:00:00,regular,wisconsin (3),1,77,70,0,-,3.0,2014-01-19 04:00:00,,,
424,michigan,basketball,2014-01-22 19:00:00,regular,iowa (10),1,75,67,0,21,10.0,2014-01-23 05:00:00,,,
425,michigan,basketball,2014-01-25 19:00:00,regular,michigan state (3),1,80,75,0,21,3.0,2014-01-26 05:00:00,,,
426,michigan,basketball,2014-01-30 21:00:00,regular,purdue,1,75,66,0,10,,2014-01-31 07:00:00,,,
427,michigan,basketball,2014-02-02 13:00:00,regular,indiana,0,52,63,0,10,,2014-02-02 23:00:00,,,
428,michigan,basketball,2014-02-05 18:30:00,regular,nebraska,1,79,50,0,10,,2014-02-06 04:30:00,,,
429,michigan,basketball,2014-02-08 14:00:00,regular,iowa (17),0,67,85,0,10,17.0,2014-02-09 00:00:00,,,
430,michigan,basketball,2014-02-11 21:00:00,regular,ohio state (22),1,70,60,0,15,22.0,2014-02-12 07:00:00,,,
431,michigan,basketball,2014-02-16 13:00:00,regular,wisconsin (21),0,62,75,0,15,21.0,2014-02-16 23:00:00,,,
432,michigan,basketball,2014-02-23 12:00:00,regular,michigan state (13),1,79,70,0,20,13.0,2014-02-23 22:00:00,,,
433,michigan,basketball,2014-02-26 19:00:00,regular,purdue,1,77,76,1,16,,2014-02-27 05:00:00,,,
434,michigan,basketball,2014-03-01 18:00:00,regular,minnesota,1,66,56,0,16,,2014-03-02 04:00:00,,,
435,michigan,basketball,2014-03-04 19:00:00,regular,illinois,1,84,53,0,12,,2014-03-05 05:00:00,,,
436,michigan,basketball,2014-03-08 18:00:00,regular,indiana,1,84,80,0,12,,2014-03-09 04:00:00,,,
437,michigan,basketball,2014-03-14 12:00:00,CTOURN,illinois,1,64,63,0,8,,2014-03-14 22:00:00,,,
438,michigan,basketball,2014-03-15 13:40:00,CTOURN,ohio state (24),1,72,69,0,8,24.0,2014-03-15 23:40:00,,,
439,michigan,basketball,2014-03-16 15:30:00,CTOURN,michigan state (22),0,55,69,0,8,22.0,2014-03-17 01:30:00,,,
440,michigan,basketball,2014-03-20 19:10:00,NCAA,wofford,1,57,40,0,,,2014-03-21 05:10:00,,,
441,michigan,basketball,2014-03-22 17:15:00,NCAA,texas,1,79,65,0,,,2014-03-23 03:15:00,,,
442,michigan,basketball,2014-03-28 19:15:00,NCAA,tennessee,1,73,71,0,,,2014-03-29 05:15:00,,,
443,michigan,basketball,2014-03-30 17:05:00,NCAA,kentucky,0,72,75,0,,,2014-03-31 03:05:00,,,
444,michigan,basketball,2014-11-15 14:00:00,regular,hillsdale,1,92,68,0,24,,2014-11-16 00:00:00,,,
445,michigan,basketball,2014-11-17 20:00:00,regular,bucknell,1,77,53,0,24,,2014-11-18 06:00:00,,,
446,michigan,basketball,2014-11-20 18:00:00,regular,detroit mercy,1,71,62,0,24,,2014-11-21 04:00:00,,,
447,michigan,basketball,2014-11-24 21:00:00,regular,oregon,1,70,63,0,19,,2014-11-25 07:00:00,,,
448,michigan,basketball,2014-11-25 22:00:00,regular,villanova (12),0,55,60,0,19,12.0,2014-11-26 08:00:00,,,
449,michigan,basketball,2014-11-29 16:00:00,regular,nicholls state,1,91,62,0,19,,2014-11-30 02:00:00,,,
450,michigan,basketball,2014-12-02 19:30:00,regular,syracuse,1,68,65,0,17,,2014-12-03 05:30:00,,,
451,michigan,basketball,2014-12-06 12:00:00,regular,njit,0,70,72,0,17,,2014-12-06 22:00:00,,,
452,michigan,basketball,2014-12-09 21:00:00,regular,eastern michigan,0,42,45,0,-,,2014-12-10 07:00:00,,,
453,michigan,basketball,2014-12-13 17:25:00,regular,arizona (3),0,53,80,0,-,3.0,2014-12-14 03:25:00,,,
454,michigan,basketball,2014-12-20 12:00:00,regular,southern methodist,0,51,62,0,-,,2014-12-20 22:00:00,,,
455,michigan,basketball,2014-12-22 20:00:00,regular,coppin state,1,72,56,0,-,,2014-12-23 06:00:00,,,
456,michigan,basketball,2014-12-30 15:00:00,regular,illinois,1,73,65,1,-,,2014-12-31 01:00:00,,,
457,michigan,basketball,2015-01-03 14:15:00,regular,purdue,0,51,64,0,-,,2015-01-04 00:15:00,,,
458,michigan,basketball,2015-01-06 19:00:00,regular,penn state,1,73,64,0,-,,2015-01-07 05:00:00,,,
459,michigan,basketball,2015-01-10 13:00:00,regular,minnesota,1,62,57,0,-,,2015-01-10 23:00:00,,,
460,michigan,basketball,2015-01-13 19:00:00,regular,ohio state,0,52,71,0,-,,2015-01-14 05:00:00,,,
461,michigan,basketball,2015-01-17 20:15:00,regular,northwestern,1,56,54,0,-,,2015-01-18 06:15:00,,,
462,michigan,basketball,2015-01-20 18:30:00,regular,rutgers,1,54,50,0,-,,2015-01-21 04:30:00,,,
463,michigan,basketball,2015-01-24 19:00:00,regular,wisconsin (6),0,64,69,1,-,6.0,2015-01-25 05:00:00,,,
464,michigan,basketball,2015-01-27 19:00:00,regular,nebraska,1,58,44,0,-,,2015-01-28 05:00:00,,,
465,michigan,basketball,2015-02-01 13:00:00,regular,michigan state,0,66,76,1,-,,2015-02-01 23:00:00,,,
466,michigan,basketball,2015-02-05 19:00:00,regular,iowa,0,54,72,0,-,,2015-02-06 05:00:00,,,
467,michigan,basketball,2015-02-08 13:00:00,regular,indiana,0,67,70,0,-,,2015-02-08 23:00:00,,,
468,michigan,basketball,2015-02-12 21:00:00,regular,illinois,0,52,64,1,-,,2015-02-13 07:00:00,,,
469,michigan,basketball,2015-02-17 21:00:00,regular,michigan state,0,67,80,0,-,,2015-02-18 07:00:00,,,
470,michigan,basketball,2015-02-22 13:00:00,regular,ohio state (24),1,64,57,0,-,24.0,2015-02-22 23:00:00,,,
471,michigan,basketball,2015-02-28 12:00:00,regular,maryland (14),0,56,66,0,-,14.0,2015-02-28 22:00:00,,,
472,michigan,basketball,2015-03-03 21:00:00,regular,northwestern,0,78,82,1,-,,2015-03-04 07:00:00,,,
473,michigan,basketball,2015-03-07 14:15:00,regular,rutgers,1,79,69,0,-,,2015-03-08 00:15:00,,,
474,michigan,basketball,2015-03-12 12:00:00,CTOURN,illinois,1,73,55,0,-,,2015-03-12 22:00:00,,,
475,michigan,basketball,2015-03-13 12:00:00,CTOURN,wisconsin (6),0,60,71,0,-,6.0,2015-03-13 22:00:00,,,
476,michigan,basketball,2015-11-13 19:00:00,regular,northern michigan,1,70,44,0,25,,2015-11-14 05:00:00,,,
477,michigan,basketball,2015-11-16 19:00:00,regular,elon,1,88,68,0,24,,2015-11-17 05:00:00,,,
478,michigan,basketball,2015-11-20 21:00:00,regular,xavier,0,70,86,0,24,,2015-11-21 07:00:00,,,
479,michigan,basketball,2015-11-25 21:30:00,regular,connecticut (18),0,60,74,0,-,18.0,2015-11-26 07:30:00,,,
480,michigan,basketball,2015-11-26 21:30:00,regular,charlotte,1,102,47,0,-,,2015-11-27 07:30:00,,,
481,michigan,basketball,2015-11-27 19:00:00,regular,texas,1,78,72,0,-,,2015-11-28 05:00:00,,,
482,michigan,basketball,2015-12-01 19:00:00,regular,nc state,1,66,59,0,-,,2015-12-02 05:00:00,,,
483,michigan,basketball,2015-12-05 14:00:00,regular,houston baptist,1,82,57,0,-,,2015-12-06 00:00:00,,,
484,michigan,basketball,2015-12-08 21:00:00,regular,southern methodist (19),0,58,82,0,-,19.0,2015-12-09 07:00:00,,,
485,michigan,basketball,2015-12-12 12:00:00,regular,delaware state,1,80,33,0,-,,2015-12-12 22:00:00,,,
486,michigan,basketball,2015-12-15 19:00:00,regular,northern kentucky,1,77,62,0,-,,2015-12-16 05:00:00,,,
487,michigan,basketball,2015-12-19 18:00:00,regular,youngstown state,1,105,46,0,-,,2015-12-20 04:00:00,,,
488,michigan,basketball,2015-12-23 19:00:00,regular,bryant,1,96,60,0,-,,2015-12-24 05:00:00,,,
489,michigan,basketball,2015-12-30 15:00:00,regular,illinois,1,78,68,0,-,,2015-12-31 01:00:00,,,
490,michigan,basketball,2016-01-02 12:00:00,regular,penn state,1,79,56,0,-,,2016-01-02 22:00:00,,,
491,michigan,basketball,2016-01-07 19:00:00,regular,purdue (20),0,70,87,0,-,20.0,2016-01-08 05:00:00,,,
492,michigan,basketball,2016-01-12 21:00:00,regular,maryland (3),1,70,67,0,-,3.0,2016-01-13 07:00:00,,,
493,michigan,basketball,2016-01-17 16:30:00,regular,iowa (16),0,71,82,0,-,16.0,2016-01-18 02:30:00,,,
494,michigan,basketball,2016-01-20 20:30:00,regular,minnesota,1,74,69,0,-,,2016-01-21 06:30:00,,,
495,michigan,basketball,2016-01-23 14:00:00,regular,nebraska,1,81,68,0,-,,2016-01-24 00:00:00,,,
496,michigan,basketball,2016-01-27 19:00:00,regular,rutgers,1,68,57,0,-,,2016-01-28 05:00:00,,,
497,michigan,basketball,2016-01-30 12:00:00,regular,penn state,1,79,72,0,-,,2016-01-30 22:00:00,,,
498,michigan,basketball,2016-02-02 21:00:00,regular,indiana (22),0,67,80,0,-,22.0,2016-02-03 07:00:00,,,
499,michigan,basketball,2016-02-06 14:00:00,regular,michigan state (10),0,73,89,0,-,10.0,2016-02-07 00:00:00,,,
500,michigan,basketball,2016-02-10 21:00:00,regular,minnesota,1,82,74,0,-,,2016-02-11 07:00:00,,,
501,michigan,basketball,2016-02-13 14:00:00,regular,purdue (18),1,61,56,0,-,18.0,2016-02-14 00:00:00,,,
502,michigan,basketball,2016-02-16 19:00:00,regular,ohio state,0,66,76,0,-,,2016-02-17 05:00:00,,,
503,michigan,basketball,2016-02-21 13:00:00,regular,maryland (6),0,82,86,0,-,6.0,2016-02-21 23:00:00,,,
504,michigan,basketball,2016-02-24 19:00:00,regular,northwestern,1,72,63,0,-,,2016-02-25 05:00:00,,,
505,michigan,basketball,2016-02-28 18:00:00,regular,wisconsin,0,57,68,0,-,,2016-02-29 04:00:00,,,
506,michigan,basketball,2016-03-05 20:00:00,regular,iowa (16),0,61,71,0,-,16.0,2016-03-06 06:00:00,,,
507,michigan,basketball,2016-03-10 12:00:00,CTOURN,northwestern,1,72,70,1,-,,2016-03-10 22:00:00,,,
508,michigan,basketball,2016-03-11 12:00:00,CTOURN,indiana (10),1,72,69,0,-,10.0,2016-03-11 22:00:00,,,
509,michigan,basketball,2016-03-12 13:00:00,CTOURN,purdue (13),0,59,76,0,-,13.0,2016-03-12 23:00:00,,,
510,michigan,basketball,2016-03-16 21:10:00,NCAA,tulsa,1,67,62,0,,,2016-03-17 07:10:00,,,
511,michigan,basketball,2016-03-18 21:40:00,NCAA,notre dame,0,63,70,0,,,2016-03-19 07:40:00,,,
512,michigan,basketball,2016-11-11 21:00:00,regular,howard,1,76,58,0,-,,2016-11-12 07:00:00,,,
513,michigan,basketball,2016-11-13 12:00:00,regular,iupui,1,77,65,0,-,,2016-11-13 22:00:00,,,
514,michigan,basketball,2016-11-17 21:30:00,regular,marquette,1,79,61,0,-,,2016-11-18 07:30:00,,,
515,michigan,basketball,2016-11-18 19:00:00,regular,southern methodist,1,76,54,0,-,,2016-11-19 05:00:00,,,
516,michigan,basketball,2016-11-23 17:00:00,regular,south carolina,0,46,61,0,25,,2016-11-24 03:00:00,,,
517,michigan,basketball,2016-11-26 19:00:00,regular,mount st. mary's,1,64,47,0,25,,2016-11-27 05:00:00,,,
518,michigan,basketball,2016-11-30 19:00:00,regular,virginia tech,0,70,73,0,-,,2016-12-01 05:00:00,,,
519,michigan,basketball,2016-12-03 13:00:00,regular,kennesaw state,1,82,55,0,-,,2016-12-03 23:00:00,,,
520,michigan,basketball,2016-12-06 21:00:00,regular,texas,1,53,50,0,-,,2016-12-07 07:00:00,,,
521,michigan,basketball,2016-12-10 20:00:00,regular,ucla (2),0,84,102,0,-,2.0,2016-12-11 06:00:00,,,
522,michigan,basketball,2016-12-13 21:00:00,regular,central arkansas,1,97,53,0,-,,2016-12-14 07:00:00,,,
523,michigan,basketball,2016-12-17 15:00:00,regular,maryland-eastern shore,1,98,49,0,-,,2016-12-18 01:00:00,,,
524,michigan,basketball,2016-12-22 19:00:00,regular,furman,1,68,62,0,-,,2016-12-23 05:00:00,,,
525,michigan,basketball,2017-01-01 14:15:00,regular,iowa,0,83,86,1,-,,2017-01-02 00:15:00,,,
526,michigan,basketball,2017-01-04 20:30:00,regular,penn state,1,72,69,0,-,,2017-01-05 06:30:00,,,
527,michigan,basketball,2017-01-07 15:15:00,regular,maryland,0,70,77,0,-,,2017-01-08 01:15:00,,,
528,michigan,basketball,2017-01-11 21:00:00,regular,illinois,0,69,85,0,-,,2017-01-12 07:00:00,,,
529,michigan,basketball,2017-01-14 14:00:00,regular,nebraska,1,91,85,0,-,,2017-01-15 00:00:00,,,
530,michigan,basketball,2017-01-17 21:00:00,regular,wisconsin (17),0,64,68,0,-,17.0,2017-01-18 07:00:00,,,
531,michigan,basketball,2017-01-21 14:15:00,regular,illinois,1,66,57,0,-,,2017-01-22 00:15:00,,,
532,michigan,basketball,2017-01-26 21:00:00,regular,indiana,1,90,60,0,-,,2017-01-27 07:00:00,,,
533,michigan,basketball,2017-01-29 13:00:00,regular,michigan state,0,62,70,0,-,,2017-01-29 23:00:00,,,
534,michigan,basketball,2017-02-04 18:00:00,regular,ohio state,0,66,70,0,-,,2017-02-05 04:00:00,,,
535,michigan,basketball,2017-02-07 21:00:00,regular,michigan state,1,86,57,0,-,,2017-02-08 07:00:00,,,
536,michigan,basketball,2017-02-12 13:00:00,regular,indiana,1,75,63,0,-,,2017-02-12 23:00:00,,,
537,michigan,basketball,2017-02-16 19:00:00,regular,wisconsin (11),1,64,58,0,-,11.0,2017-02-17 05:00:00,,,
538,michigan,basketball,2017-02-19 19:00:00,regular,minnesota,0,78,83,1,-,,2017-02-20 05:00:00,,,
539,michigan,basketball,2017-02-22 18:30:00,regular,rutgers,1,68,64,0,-,,2017-02-23 04:30:00,,,
540,michigan,basketball,2017-02-25 16:00:00,regular,purdue (14),1,82,70,0,-,14.0,2017-02-26 02:00:00,,,
541,michigan,basketball,2017-03-01 19:00:00,regular,northwestern,0,65,67,0,-,,2017-03-02 05:00:00,,,
542,michigan,basketball,2017-03-05 20:00:00,regular,nebraska,1,93,57,0,-,,2017-03-06 06:00:00,,,
543,michigan,basketball,2017-03-09 12:20:00,CTOURN,illinois,1,75,55,0,-,,2017-03-09 22:20:00,,,
544,michigan,basketball,2017-03-10 12:00:00,CTOURN,purdue (13),1,74,70,1,-,13.0,2017-03-10 22:00:00,,,
545,michigan,basketball,2017-03-11 13:00:00,CTOURN,minnesota,1,84,77,0,-,,2017-03-11 23:00:00,,,
546,michigan,basketball,2017-03-12 15:00:00,CTOURN,wisconsin (24),1,71,56,0,-,24.0,2017-03-13 01:00:00,,,
547,michigan,basketball,2017-03-17 12:15:00,NCAA,oklahoma state,1,92,91,0,,,2017-03-17 22:15:00,,,
548,michigan,basketball,2017-03-19 12:10:00,NCAA,louisville (10),1,73,69,0,,10.0,2017-03-19 22:10:00,,,
549,michigan,basketball,2017-03-23 19:09:00,NCAA,oregon (9),0,68,69,0,,9.0,2017-03-24 05:09:00,,,
550,michigan,basketball,2017-11-11 19:30:00,regular,north florida,1,86,66,0,-,,2017-11-12 05:30:00,,,
551,michigan,basketball,2017-11-13 19:00:00,regular,central michigan,1,72,65,0,-,,2017-11-14 05:00:00,,,
552,michigan,basketball,2017-11-16 19:00:00,regular,southern mississippi,1,61,47,0,-,,2017-11-17 05:00:00,,,
553,michigan,basketball,2017-11-20 19:30:00,regular,louisiana state,0,75,77,0,-,,2017-11-21 05:30:00,,,
554,michigan,basketball,2017-11-21 16:00:00,regular,chaminade,1,102,64,0,-,,2017-11-22 02:00:00,,,
555,michigan,basketball,2017-11-22 13:00:00,regular,virginia commonwealth,1,68,60,0,-,,2017-11-22 23:00:00,,,
556,michigan,basketball,2017-11-26 16:00:00,regular,uc riverside,1,87,42,0,-,,2017-11-27 02:00:00,,,
557,michigan,basketball,2017-11-29 19:30:00,regular,north carolina (13),0,71,86,0,-,13.0,2017-11-30 05:30:00,,,
558,michigan,basketball,2017-12-02 12:30:00,regular,indiana,1,69,55,0,-,,2017-12-02 22:30:00,,,
559,michigan,basketball,2017-12-04 18:30:00,regular,ohio state,0,62,71,0,-,,2017-12-05 04:30:00,,,
560,michigan,basketball,2017-12-09 12:00:00,regular,ucla,1,78,69,1,-,,2017-12-09 22:00:00,,,
561,michigan,basketball,2017-12-12 21:00:00,regular,texas,1,59,52,0,-,,2017-12-13 07:00:00,,,
562,michigan,basketball,2017-12-16 12:00:00,regular,detroit mercy,1,90,58,0,-,,2017-12-16 22:00:00,,,
563,michigan,basketball,2017-12-21 21:00:00,regular,alabama a&m,1,97,47,0,-,,2017-12-22 07:00:00,,,
564,michigan,basketball,2017-12-30 18:00:00,regular,jacksonville,1,76,51,0,-,,2017-12-31 04:00:00,,,
565,michigan,basketball,2018-01-02 19:00:00,regular,iowa,1,75,68,0,-,,2018-01-03 05:00:00,,,
566,michigan,basketball,2018-01-06 12:00:00,regular,illinois,1,79,69,0,-,,2018-01-06 22:00:00,,,
567,michigan,basketball,2018-01-09 21:00:00,regular,purdue (5),0,69,70,0,-,5.0,2018-01-10 07:00:00,,,
568,michigan,basketball,2018-01-13 12:00:00,regular,michigan state (4),1,82,72,0,-,4.0,2018-01-13 22:00:00,,,
569,michigan,basketball,2018-01-15 18:30:00,regular,maryland,1,68,67,0,23,,2018-01-16 04:30:00,,,
570,michigan,basketball,2018-01-18 21:00:00,regular,nebraska,0,52,72,0,23,,2018-01-19 07:00:00,,,
571,michigan,basketball,2018-01-21 12:00:00,regular,rutgers,1,62,47,0,23,,2018-01-21 22:00:00,,,
572,michigan,basketball,2018-01-25 19:00:00,regular,purdue (3),0,88,92,0,25,3.0,2018-01-26 05:00:00,,,
573,michigan,basketball,2018-01-29 19:00:00,regular,northwestern,1,58,47,0,24,,2018-01-30 05:00:00,,,
574,michigan,basketball,2018-02-03 14:30:00,regular,minnesota,1,76,73,1,24,,2018-02-04 00:30:00,,,
575,michigan,basketball,2018-02-06 19:00:00,regular,northwestern,0,52,61,0,20,,2018-02-07 05:00:00,,,
576,michigan,basketball,2018-02-11 13:00:00,regular,wisconsin,1,83,72,0,20,,2018-02-11 23:00:00,,,
577,michigan,basketball,2018-02-14 18:30:00,regular,iowa,1,74,59,0,22,,2018-02-15 04:30:00,,,
578,michigan,basketball,2018-02-18 13:00:00,regular,ohio state (8),1,74,62,0,22,8.0,2018-02-18 23:00:00,,,
579,michigan,basketball,2018-02-21 19:00:00,regular,penn state,1,72,63,0,17,,2018-02-22 05:00:00,,,
580,michigan,basketball,2018-02-24 12:00:00,regular,maryland,1,85,61,0,17,,2018-02-24 22:00:00,,,
581,michigan,basketball,2018-03-01 14:30:00,CTOURN,iowa,1,77,71,1,15,,2018-03-02 00:30:00,,,
582,michigan,basketball,2018-03-02 14:30:00,CTOURN,nebraska,1,77,58,0,15,,2018-03-03 00:30:00,,,
583,michigan,basketball,2018-03-03 14:00:00,CTOURN,michigan state (2),1,75,64,0,15,2.0,2018-03-04 00:00:00,,,
584,michigan,basketball,2018-03-04 16:30:00,CTOURN,purdue (8),1,75,66,0,15,8.0,2018-03-05 02:30:00,,,
585,michigan,basketball,2018-03-15 21:50:00,NCAA,montana,1,61,47,0,,,2018-03-16 07:50:00,,,
586,michigan,basketball,2018-03-17 21:40:00,NCAA,houston (21),1,64,63,0,,21.0,2018-03-18 07:40:00,,,
587,michigan,basketball,2018-03-22 19:37:00,NCAA,texas a&m,1,99,72,0,,,2018-03-23 05:37:00,,,
588,michigan,basketball,2018-03-24 20:49:00,NCAA,florida state,1,58,54,0,,,2018-03-25 06:49:00,,,
589,michigan,basketball,2018-03-31 18:09:00,NCAA,loyola (il),1,69,57,0,,,2018-04-01 04:09:00,,,
590,michigan,basketball,2018-04-02 21:19:00,NCAA,villanova (2),0,62,79,0,,2.0,2018-04-03 07:19:00,,,
591,michigan,basketball,2018-11-06 20:30:00,regular,norfolk state,1,63,44,0,19,,2018-11-07 06:30:00,,,
592,michigan,basketball,2018-11-10 19:30:00,regular,holy cross,1,56,37,0,19,,2018-11-11 05:30:00,,,
593,michigan,basketball,2018-11-14 18:30:00,regular,villanova (8),1,73,46,0,18,8.0,2018-11-15 04:30:00,,,
594,michigan,basketball,2018-11-17 12:00:00,regular,george washington,1,84,61,0,18,,2018-11-17 22:00:00,,,
595,michigan,basketball,2018-11-18 13:30:00,regular,providence,1,66,47,0,18,,2018-11-18 23:30:00,,,
596,michigan,basketball,2018-11-23 16:00:00,regular,chattanooga,1,83,55,0,9,,2018-11-24 02:00:00,,,
597,michigan,basketball,2018-11-28 21:30:00,regular,north carolina (11),1,84,67,0,7,11.0,2018-11-29 07:30:00,,,
598,michigan,basketball,2018-12-01 15:30:00,regular,purdue (19),1,76,57,0,7,19.0,2018-12-02 01:30:00,,,
599,michigan,basketball,2018-12-04 21:00:00,regular,northwestern,1,62,60,0,5,,2018-12-05 07:00:00,,,
600,michigan,basketball,2018-12-08 12:00:00,regular,south carolina,1,89,78,0,5,,2018-12-08 22:00:00,,,
601,michigan,basketball,2018-12-15 14:00:00,regular,western michigan,1,70,62,0,5,,2018-12-16 00:00:00,,,
602,michigan,basketball,2018-12-22 16:00:00,regular,air force,1,71,50,0,4,,2018-12-23 02:00:00,,,
603,michigan,basketball,2018-12-30 12:00:00,regular,binghamton,1,74,52,0,2,,2018-12-30 22:00:00,,,
604,michigan,basketball,2019-01-03 19:00:00,regular,penn state,1,68,55,0,2,,2019-01-04 05:00:00,,,
605,michigan,basketball,2019-01-06 16:30:00,regular,indiana (21),1,74,63,0,2,21.0,2019-01-07 02:30:00,,,
606,michigan,basketball,2019-01-10 20:00:00,regular,illinois,1,79,69,0,2,,2019-01-11 06:00:00,,,
607,michigan,basketball,2019-01-13 19:30:00,regular,northwestern,1,80,60,0,2,,2019-01-14 05:30:00,,,
608,michigan,basketball,2019-01-19 12:00:00,regular,wisconsin,0,54,64,0,2,,2019-01-19 22:00:00,,,
609,michigan,basketball,2019-01-22 19:00:00,regular,minnesota,1,59,57,0,5,,2019-01-23 05:00:00,,,
610,michigan,basketball,2019-01-25 18:30:00,regular,indiana,1,69,46,0,5,,2019-01-26 04:30:00,,,
611,michigan,basketball,2019-01-29 21:00:00,regular,ohio state,1,65,49,0,5,,2019-01-30 07:00:00,,,
612,michigan,basketball,2019-02-01 19:00:00,regular,iowa,0,59,74,0,5,,2019-02-02 05:00:00,,,
613,michigan,basketball,2019-02-05 20:00:00,regular,rutgers,1,77,65,0,7,,2019-02-06 06:00:00,,,
614,michigan,basketball,2019-02-09 12:00:00,regular,wisconsin (19),1,61,52,0,7,19.0,2019-02-09 22:00:00,,,
615,michigan,basketball,2019-02-12 20:30:00,regular,penn state,0,69,75,0,6,,2019-02-13 06:30:00,,,
616,michigan,basketball,2019-02-16 12:00:00,regular,maryland (24),1,65,52,0,6,24.0,2019-02-16 22:00:00,,,
617,michigan,basketball,2019-02-21 19:00:00,regular,minnesota,1,69,60,0,7,,2019-02-22 05:00:00,,,
618,michigan,basketball,2019-02-24 15:45:00,regular,michigan state (10),0,70,77,0,7,10.0,2019-02-25 01:45:00,,,
619,michigan,basketball,2019-02-28 19:00:00,regular,nebraska,1,82,53,0,9,,2019-03-01 05:00:00,,,
620,michigan,basketball,2019-03-03 15:45:00,regular,maryland (17),1,69,62,0,9,17.0,2019-03-04 01:45:00,,,
621,michigan,basketball,2019-03-09 20:00:00,regular,michigan state (9),0,63,75,0,7,9.0,2019-03-10 06:00:00,,,
622,michigan,basketball,2019-03-15 21:30:00,CTOURN,iowa,1,74,53,0,10,,2019-03-16 07:30:00,,,
623,michigan,basketball,2019-03-16 15:30:00,CTOURN,minnesota,1,76,49,0,10,,2019-03-17 01:30:00,,,
624,michigan,basketball,2019-03-17 15:30:00,CTOURN,michigan state (6),0,60,65,0,10,6.0,2019-03-18 01:30:00,,,
625,michigan,basketball,2019-03-21 21:20:00,NCAA,montana,1,74,55,0,,,2019-03-22 07:20:00,,,
626,michigan,basketball,2019-03-23 17:15:00,NCAA,florida,1,64,49,0,,,2019-03-24 03:15:00,,,
627,michigan,basketball,2019-03-28 21:39:00,NCAA,texas tech (9),0,44,63,0,,9.0,2019-03-29 07:39:00,,,
628,michigan-state,basketball,2009-11-13 19:00:00,regular,florida gulf coast,1,97,58,0,2,,2009-11-14 05:00:00,,,
629,michigan-state,basketball,2009-11-17 20:00:00,regular,gonzaga,1,75,71,0,2,,2009-11-18 06:00:00,,,
630,michigan-state,basketball,2009-11-20 18:30:00,regular,toledo,1,75,62,0,2,,2009-11-21 04:30:00,,,
631,michigan-state,basketball,2009-11-22 12:00:00,regular,valparaiso,1,90,60,0,2,,2009-11-22 22:00:00,,,
632,michigan-state,basketball,2009-11-27 20:00:00,regular,florida,0,74,77,0,2,,2009-11-28 06:00:00,,,
633,michigan-state,basketball,2009-11-28 17:30:00,regular,massachusetts,1,106,68,0,2,,2009-11-29 03:30:00,,,
634,michigan-state,basketball,2009-12-01 21:00:00,regular,north carolina (10),0,82,89,0,9,10.0,2009-12-02 07:00:00,,,
635,michigan-state,basketball,2009-12-04 19:00:00,regular,wofford,1,72,60,0,9,,2009-12-05 05:00:00,,,
636,michigan-state,basketball,2009-12-07 19:00:00,regular,the citadel,1,69,56,0,12,,2009-12-08 05:00:00,,,
637,michigan-state,basketball,2009-12-10 19:00:00,regular,oakland,1,88,57,0,12,,2009-12-11 05:00:00,,,
638,michigan-state,basketball,2009-12-19 12:00:00,regular,purdue-fort wayne,1,80,58,0,12,,2009-12-19 22:00:00,,,
639,michigan-state,basketball,2009-12-22 19:00:00,regular,texas (2),0,68,79,0,9,2.0,2009-12-23 05:00:00,,,
640,michigan-state,basketball,2009-12-30 19:00:00,regular,ut arlington,1,87,68,0,11,,2009-12-31 05:00:00,,,
641,michigan-state,basketball,2010-01-02 18:30:00,regular,northwestern (25),1,91,70,0,11,25.0,2010-01-03 04:30:00,,,
642,michigan-state,basketball,2010-01-06 18:30:00,regular,wisconsin (17),1,54,47,0,10,17.0,2010-01-07 04:30:00,,,
643,michigan-state,basketball,2010-01-09 17:35:00,regular,iowa,1,71,53,0,10,,2010-01-10 03:35:00,,,
644,michigan-state,basketball,2010-01-13 18:30:00,regular,minnesota,1,60,53,0,7,,2010-01-14 04:30:00,,,
645,michigan-state,basketball,2010-01-16 15:30:00,regular,illinois,1,73,63,0,7,,2010-01-17 01:30:00,,,
646,michigan-state,basketball,2010-01-20 18:30:00,regular,iowa,1,70,63,0,6,,2010-01-21 04:30:00,,,
647,michigan-state,basketball,2010-01-23 12:00:00,regular,minnesota,1,65,64,0,6,,2010-01-23 22:00:00,,,
648,michigan-state,basketball,2010-01-26 19:00:00,regular,michigan,1,57,56,0,5,,2010-01-27 05:00:00,,,
649,michigan-state,basketball,2010-01-30 19:00:00,regular,northwestern,1,79,70,0,5,,2010-01-31 05:00:00,,,
650,michigan-state,basketball,2010-02-02 21:00:00,regular,wisconsin (16),0,49,67,0,5,16.0,2010-02-03 07:00:00,,,
651,michigan-state,basketball,2010-02-06 21:00:00,regular,illinois,0,73,78,0,5,,2010-02-07 07:00:00,,,
652,michigan-state,basketball,2010-02-09 21:00:00,regular,purdue (6),0,64,76,0,10,6.0,2010-02-10 07:00:00,,,
